Suquelish Dykailum 
Whip: Banilt
Whiskers: Felstirs
Whisky: Yowee
Whisper: Subtelm
Whistle: Swisdle
White: Asprit
Who: Chu
Who: Hom
Whole: Qibrit
Wholesale: Qibbritpon
Wholesome: Qibbritmesoe
Wholly: Qibbritti
Whom: Hom
Whose: Homs
Why: Vry
Wicked: Bandag
Wide: Predth
Wife: Vefe
Wild: Naytame
Wilderness: Styvekti
Will: Dell
Willing: Dellnig
Willingly: Dellnigly
Win: Vik
Wind: Bloed
Wind: Bloedy
Window: Tamdow
Wine: Veno
Wing: Swee
Wink: Plik
Winter: Terpine
Wipe: Whylp
Wire: Diar
Wisdom: Sagajum
Wise: Sagajent
Wish: Lusire
Wit: Hute
Witch: Shegen
With: Seth
Wither: Therwig
Within: Sethain
Without: Sethtog
Witness: Deshay
Witty: Huetty
Woe: Artach
Wolf: Loboge
Woman: Vomare
Wonder: Udyat
Wonderful: Udyattfill
Wood: Mung
Wooden: Mungum
Wool:     Spwegah
Work: Rablor
Worker: Rablorin
Works: Rablors
World: Reallod
Worldly: Reallodli
Worried: Varsart
Worry: Varsar
Worse: Varsarse
Worship: Kertsay
Worst: Varsarst
Worth: Thronj
Worthless: Thronjloss
Worthy: Thronji
Would: Vahld
Wound: Skak
Wounded: Skakkt
Wounding: Skaknig
Wounds: Skaks
Wrap: Vliki
Wrapped: Vlikt
Wrapping: Vlikkinnig
Wraps: Vlikks
Wrath: Thorch
Wreck: Pid
Wreckage: Piddage
Wrench: Riketch
Wretched: Sammassoor
Wring: Dwang
Wrinkle: Lyrell
Wrist: Kigst
Write: Skrib
Writer: Skribbeer
Writing: Skribnig
Wrong: Bodu
Wrung: Dwung
X
X-Ray: Yarquinsi
Xylophone: Funjeeklag
Y
Yacht: Chitch
Yard: Yithgim
Yarn: Squne
Yawn: Ahyah
Year: Parrok
Yearly: Parrokli
Yearn: Luslinj
Yearning: Luslinjnig
Yeast: Briskal
Yell: Yelt
Yellow: Goldew
Yes: Shem
Yesterday: Borotestoe
Yet: Yat
Yield: Speen
Yogurt: Yahdah
Yongest: Sannewjast
You: Ina
You’ll: Ina’ll
You’re: Inar’oe
Young: Sannewj
Younger: Sannewwar
Your: Inar
Yours: Inars
Youth: Sannewth
Z
Zeal: Thoosgrel
Zebra: Pripersvetlin
Zenith: Zwigzee
Zero: Zan
Zinc: Krohgnum
Zipper: Lokip
Zone: Nartz
Zoo: Punparlunt
Zoology: Punparlistry



















































Suquis-Ganyon


Suquis-Ganyon

A
Abba Time:
Abbajjil Liable:
Abbannak Timepiece:
Abbar Hour:
Abereff Loneliness:
Aberri Lonely:
Abisikon Appropriate:
Ablimot Automotive:
Abliskrib Autograph:
Abmoy Throne:
Abrahshook Advertise:
Abrahshoopent Advertisement:
Abtin King:
Abtineff Chief:
Abtiyness Queen:
Aderhoo Appliance:
Adom Matter:
Adori Fantastic:
Adroestoe Monday:
Adrotel Asail:
Adrotelant Assailant:
Aff If:
Afkah Ether:
Aftan Often:
Agazzah Possible:
Agazzahti Possibility:
Agray Assure:
Agrayka Assurance:
Agrayt Assured:
ahflum After:
ahflumit Afterward:
Ahram Mustache:
Ahsaddeshin Supposition:
Ahsade Support:
Ahsemmolig Synagogue:
Ahyah Yawn:
Ain or Nin In:
AinAbbisikon Inappropriate:
Ainaird Indeed:
Ainbrolatent Inefficient:
Ainbry Incline:
Ainbulziffin Inaccurate:
Aindasterant Indifferent:
Aindebikko Incredible:
Aindolyeeshin Indiscretion:
Aindolyeet Indiscreet:
Aineblet Indignant:
Ainexmarzea Inexperience:
Ainexmarzeat Inexperienced:
Ainfloon Include:
Ainforn Inform:
Ainfornashin Information:
Aingarb Inedible:
Ainglik Increase:
Ainhahleense Independence:
Ainhaleent Independent:
Ainhumare Inhuman:
Ainhumarjat Inhumane:
Ainjorvil Indirect:
Ainkadmers Indoors:
Ainkanniff Injustice:
AinKarvate Inscription:
Ainklimyus Ingenious:
Ainkohelant Inhabitant:
Ainkohet Inhabited:
Ainkohetoe Inhabit:
Ainkohetoenig Inhabiting:
Ainlewdeek Indecent:
  Ainlobriff Incomplete:
Ainlokebittee Inequality:
Ainluinoff Inquisitive:
Ainmek Income:
Ainpreetive Inactive:
Ainpreetivity Inactivity:
Ainroopakon Inanimate:
Ainsarm Infection:
Ainsarmt Infected:
Ainsawikki Inadequate:
Ainveese Insane:
Ainveesittoy Insanity:
Ainyonponsif Inexpensive:
Aird Deed:
Akashan Hypocrite:
Akhetami Apothecary:
Akkanyosh Twilight:
Akrojeen Occasion:
Akrojeenal Occasional:
Akrojeenally Occasionally:
Albek Clock:
Alesfeono Homosexual:
Alex Medic:
Alexima Antidote:
Alexima Antitoxin:
Alexxal Medical:
Alexxium Medicine:
Aliuqet Gun:
Alloke Devil:
Alonkay Distribute:
Alonkayshin Distribution:
Ambrosely Heavenly:
Ambroseum Heaven:
Ambroseums Heavens:
Ambrozium Sky:
Ambroziumskriker Skyscraper:
Ambykarch Imbalance:
Amernet Embassy:
Ammel Program:
Ammelnig Programming:
Ammelt Programmed:
Amra Fuel:
Amud Congress:
Amusement: Semoosant
Anafallinik Antibiotic:
Anarmase Brilliance:
Anarmat Brilliant:
Anarmatli Brilliantly:
Anasasar Arkansas:
Anay Only:
Anbode Exclude:
Andes Andes:
Anfay Entrust:
Anfert Exclaim:
Angeenj Exchange:
Anim Cartoon:
Anjiperg Execute:
Anjipergshin Execution:
Anklenth Impure:
Anklenthees Impurities:
Anklenthy Impurity:
Ankorfaje Encourage:
Ankorfajepint Encouragement:
Anlarf Enclose:
Anoozia Arizona:
Anreka Encore:
Anship Export:
Anstibent Excitement:
Anstill Thill:
Anstit Excite:
Antar Enter:
Antaranse Entrance:
Antarteej Entertain:
Antarteejnig Entertaining:
Antarteepint Entertainment:
Antarteet Entertained:
Antartese Entertains:
Antill Hinder:
Antrajone Excursion:
Anvolnar Aspire:
Apachee Apache:
Apleddour Stupendous:
Apleef Exceed:
Apleefnig Exceeding:
Apleeft Exceeded:
Aplel Excel:
Aplelent Excellent:
Aplelnig Excelling:
Aplelt Excelled:
Aplent Except:
Aplepint Exception:
Aplepintoli Exceptionally:
Aploy Exploit:
Appakrill Spectacle:
Appakron Spectator:
Apparn System:
Apparniak Systematic:
Apprepia Convenient:
Aprian Imitate:
Aprianshin Imitation:
Aramelee Insensible:
Archery: Shreechery
Archyan Orient:
Argible Miserable:
Argiby Misery:
Argossel Navy:
Armittat Navigate:
Armooch Advance:
Armoochay Advantage:
Armoopent Advancement:
Armooquay Aventure:
Arn Hill:
Arn Joint:
Arnhoff Immoral:
Arnk Sole:
Arnkin Solemn:
Arnoe Black:
Arnt Mow:
Arrahgaff Pride:
Artach Woe:
Aruab Auction:
Aruabine Auctioneer
Asher December:
Asprit White:
Astonz Surprise:
Astonznig Surprising:
Athar Other:
Atma Ghost:
Atma Spirit:
Atmanual Spiritual:
Attikkole Aggressive:
Attikpin Aggession:
Avaswen Air Force:
Avoykon Attorney:
Ayerm Jaw:
ayn Bee:
Aynk Ice:
AynkJeam Ice Cream:
Aynky Icy:
Ayrate Ventilate:
Ayratoeshin Ventilation:
Ayrator Ventilator:
Ays As:
Azeeb Clown:
B
Bab Chat:
Babik Escape:
Badister Sinister:
Bahjorb Bear:
Bahmordel Principle:
Bahtow Defend:
Bahtow Protect:
Bahtoween Protector:
Bahtows Defense:
Bahtowshin Protection:
Bahtowsuss Defenseless:
Bakkaw Exit:
Bakkawnig Exiting:
Bakkaws Exists:
Bakkawt Exited:
Ballt Ode:
Balyl Level:
Bambole: Kiwi
Bamf Gain:
Banarsha Banana:
Bandag Wicked:
Banderboel Terrible:
Banderoy Terrify:
Bandor Terror:
 Bandorliffah: Adversary
Bandoroot Enemy
 Bangalir (landmine): Mine
Banilt Strap:
Banilt Whip:
Banshi Apparition:
Banti Fury:
Bard Hat:
Barg Grab:
Barg Snatch:
Bargrappoe Cucumber:
Barvik Present:
Baryahten Example:
Baryat Gesture:
Baryat Multiply:
Baryatiashin Multiplication:
Basihn Delegate:
Basihnashin Delegation:
Basiol Element:
Baskqahvet Funeral:
Basolinik Elementary:
Basqule Harvest:
Basquled Harvested:
Basqulnig Havesting:
Basqult Harvests:
Bateen Certain:
Batin Button:
Baven Oven:
Bavisil Apparel:
Beawimmi Testimony:
Beawwimmon Testify:
Bedril Girl:
Bedriskaveet Evacuate:
Beej Breast:
Behar Transgress:
Bekonikavy Generosity:
Bekonvoos Generous:
Bekshis Cautious:
Belmoral Gradual:
Belon Rinse:
Belskrot Scribble:
Benjamok March:
Benskot Profound:
Berloeksebrif Pillowcase:
Berloke Pillow:
Bernooz Amber:
Bers Might:
Bersand Thousand:
Bersandth Thousandth:
Bersi Mighty:
Betwag Wager:
Biff Filth:
Biffy Filthy:
Binch Stool:
Bindet Compact:
Bindoffan Piano:
Bindoffanist Pianist:
Bisk Match:
Bisk Starch:
Biskis Matches:
Biskloss Matchless:
Bladj Dam:
Bladjeen Damage:
Blagorpuff Handkerchief:
Blahnj Search:
Blant Crease:
Blap Flap:
Blart Stain:
Blat Shot:
Blate Shoot:
Bleet Slight:
Bleetly Slightly:
Bleme Scheme:
Blerp Bubble:
BleUme Humble:
BleUmeddy Humility:
BleUmidat Humiliate:
Blibum Mobile:
Blibumize Mobilize:
Bligpoe Arcade:
Blikkoy Pebble:
blikkrudj Tar:
Blin Pan:
Bling Flash:
Blingyosh Flashlight:
Blinnel Panel:
Blisk Pen:
Bliskell Pencil:
Bliskyons: Crayons
Blissekt Perfect:
Blissektly Perfectly:
Blissektshin Perfection:
Bloed Wind:
Bloedy Windy
Bloest Gust:
Bloke Heel:
Blokwallage Barrier:
Bloomun Color:
Bloomunt Colored:
Blor Sauce:
Blorblin Saucepan:
Blore Room:
Blotay Hollow:
Blugobow Obstinate:
Blugobowwi Obstinacy:
Blumps Course:
Blung Ache: 
Blup Limp:
Blurch Smear:
Blurchy Smudgy:
Blyquinn Question:
Blyquinnoble Questionable:
Blyquinnox Questionaire:
Bo’ahkni Balcony:
Boak Bake:
Boakeer Baker:
Boakeri Bakery:
Bodser Grocer:
Bodsori Grocery:
Bodsorihoss Grocery store:
Bodsorius Groceries:
Bodu Wrong:
Boe Be:
Boeshi Ark:
Boesk Brag:
Bogavot Flexible:
Bogavot Versatile:
Bohalt Detain:
Boimal Rule:
Boimeer Ruler:
boish Rub:
Boje Job:
Bojorse Because:
Bokay Beside:
Boklame Became:
Boklum Become:
Bokt Deep:
Bokth Depth:
Bolgut Stomach:
Bolis Child:
Bolissen Children:
Bolisy Childish:
Bolsym Symbol:
Bolsymbik Symbolic:
Bolum Rehearse:
Bonk Stock:
Bonkgrapneer Stockholder:
Bonknig Stocking:
Bont Cord:
Bontakkain Guarantee:
Boomishin Explosion:
Boomisif Explosive:
boomit Explode:
Boomix Cannon:
Boonoe Echo:
Boorz: Boots
Bootavik Cosmetic:
Bopraze Belong:
Boquah (to direct) Orient:
Boragazza Impossible:
Boraid Head:
Boraidblung Headache:
Boraidle Crown:
bordosh Affect:
bordosht Affected :
Borgeesh Cabbage:
Boroefsage Beforehand:
Boroegzin Monument:
Borofe Before:
Borog Loyal:
Borogi Loyalty:
Borogozes Industtries:
Borogozil Industrial:
Borogozy Industry:
Borotestoe Yesterday:
Borvay Behave:
Borvayer Behavior:
Boskeed Parade:
Botress T-shit:  
Bott Fence:
Bottnig Fencing:
Bowbi Puppy:
Boween Basin:
Bowi Dog:
Bowj Juice:
Bowji Juicy:
Bowngit Rabbit:
Bozond Beyond:
Bozurk Behind:
Brab Rib:
Brabbon Ribbon:
Braft Bold:
Braftly Boldly:
Braitrang Stubborn:
Bram Count:
Braveen Gallant:
Braym Pulse:
Breeg News:
Breegparch Newspaper:
Bren Dish:
Brennes Dishes:
Bresaddola Diarrhea:
Brewel Jewish:
Brewmesoe Handsome:
Brewwi Beauty:
Brewwin Beautiful:
Brewwitroe Beauty Salon:
Brind Breeze:
Brinj Touch:
Brinji Touchy:
Brinjnig Touching:
Brinkot Axle:
Brins Sting:
Brinsinnoss Stinginess:
Brinsy Stingy:
Briskal Yeast:
Brist Tame:
Britahfah Positive:
Brochlon Marble:
Broemel Cigar:
Broench Limb:
Brog Toe:
Brogrivletch Toenail:
Brolat Effect:
Brolatave Effective:
Brolatent Efficient:
Brom Neck:
Bromtyke Necklace:
Bronzlue Statue:
Brookuff Lock:
broon Help:
Broon Numb:
Broonfill Helpful:
Broonig Helping:
Broonloss Helpless:
Broont Helped:
Brote Aim
Brotliss Aimless:
Broxter Esteem:
Bruchinah Apostraphe:  
Bruhn Wash:
Brum Comb:
bruth Air:
Bruthi Airy:
Bruthlinch Airplane:
Bruthlinch Plane:
Bruthygen Oxygen:
Brux Chance:
Buddin Flavor:
Building: Konstronig
Buldot Target:
Bulziffin: Accurate: 
Bulziffiny: Accuracy:
Bungeeqess Improvise:
Bungeeqesses Improvises:
Bungeeqessnig Improvising:
Bungeeqesst Improvised:
Bunj Jump:
Bunjad Jumped:
Bunjis Jumps:
Bunjnig Jumping:
Bunt Lump:
Burbanol Alcohol:
Burblik Squirrel:
Burqinni Pollution:
Burra Hole:
Burraboos Suburb:
Buspar Poison:
Busparrus Poisonous:
Bween Been:
Byffen: Buffalo
Bykarch Balance:
Byunate Battle:
C
Careless: Jahlloo
Ceiling: Yenok
Chafzannar: Barbacue
Chagreestrum Thermometer:
Chagreetat Thermostat:
Chahgnahyage Percentage:
Chahgnay Percent:
Chall Dare:
Challnig Daring:
Chan Each:
Chandrim Mechanic:
Chandrimly Mechanically:
Chandrimt Mechanized:
Chandrinikkal Mechanical:
Chanklador Priminister:
Channozi Policy:
Chanpoe Police:
Chanpomare Policeman:
Chantar Insect:
Chantort Bachelor:
Charg Jar:
Chark Waist:
Chate Loan:
Chathan Mitten:
Chayk Flag:
Cheen Quench:
Cheenchi Monkey:
Chelloe Night:
Chelloegarb Supper:
Cherk Chick:
Cherk Hen:
Cherkon Chicken:
Chet Lend:
Chexia Disease:
Chexxia Sickness:
Chexxik Sick:
Chiboot Swindle:
Chibooteer Swindler:
Chifform Supreme:
Chigrut Machine:
Chigseel Vocal:
Chikis Fool:
Chikish Foolish:
Chikishnoss Foolishness:
Chill Still:
Chillboxiator Refrigerator:
Chilm Cool:
Chilt Draft:
Chim Smoke:
Chimnig Smoking:
Chise Voice:
Chisk Rob:
Chiskeer Robber:
Chiskium Robbery:
Chitch Yacht:
Chize Cold:
Chiznoss Coldness:
Choel Shell:
Choger Anxious:
chogerillsah Anxiety:
Chola Peach:
Chole Plain:
Chomar Anchor:
Chon Bye:
Chop Ax:
Chorrow Father:
Chorrowyith Fatherland:
Choton Elect:
Chotonshin Election:
chowteemer Appetite:
Choykari Artichoke:
Chu Who:
Chudle Idle:
Chudle’noss Idleness:
Chuhnt Stout:
Chun Green:
Chynotah Anarchy:
Oovlard Conquer
Corch Cob:
D
dabloon Prolong:
Dabray Flour:
Dade Peer:
Daffurin: Abandon: 
Dagarta Garden:
Dagon Revenge:
Dagrat Soap:
Dahmanial Hysterical:
Dahthor Whether:
dalg Rude:
Daltasteon Delicious:
Dame Dead:
Dan October:
Dandriaddin Repertoire:
Danoy Install:
Dantoo Bamboo:
Darkeedah Boundary:
Darlettfill Thankful:
Darlettoe Ina Thank you:
Darlettoe Thank:
Darmekal Aptitude:
Darteesk Arrow:
Darteeskrut Arrowroot:
Darth North:
Dartharn Northern:
Dasheen Compose:
Dasheenar Composer:
Dasheenort Composition:
Dashuleya or Spripakoe Lolita:
Dassab Decline:
Daster Differ:
Dasterant Different:
Dasterase Difference:
Dath Death:
Dathain Decease:
Dathaint Deceased:
Dathal Fatal:
Davestoe Tuesday:
Daymgech Provide:
Daymgeshin Provision:
Daymplachur Furniture:
Daymplish Furnish:
Dayns Team:
Dayoke Pressure:
Dayoyj Prestige:
Dayoyjious Prestigious:
Dayxoe Amid:
De The:
Deek Rot:
Deekqat Rotten:
Deekqat Spoil:
Deekqattad Spoiled:
Deklar Profess:
Deklarshin Profession:
Deklarus Professor:
Deklitteol Identical:
Deklitteoy Identity
Deklittonye Identify:
Dekrapartis Apparatus:
Dekry Contract:
Dekry: Accord: 
Dekrynig: According: 
Dekture Answer:
Delaymet Hesitate:
Delj Flood:
Deljad Flooded:
Deljes Floods:
Deljnig Flooding:
Deljprahn Pneumonia:
Dell Will:
Dellnig Willing:
Dellnigly Willingly:
Demenzia Amnesia:
Demofy Modify:
Demok Panic:
Demope Model:
Demotakkishin Modification:
Denaskorbiff Locomotive:
Dend Nest:
Depkahgian Psychiatrist:
Depkahgnashin Meditation:
Depkahgnate Meditate:
Deppik Clinic:
Depswah Doctor:
Depswah Physician:
Derjee Gender:
Derserium Medium:
Desbrowag Interrupt:
Deshay Witness:
Desmoyn Volume:
Dessoleer Tyrant:
Dessoli Tyranny:
Det Did:
Dexlah Eight:
Dexor Vulgar:
Dextima Declare:
Dextimanig Declaring:
Dextimashin Declaration:
Dhut What:
Diar Wire:
Dibbik Demon:
Dibbler Stutter:
Didassodi Anthropology:
Diffikuse Complicate:
Diffikusion Complication:
Dinj Fade:
Dinj Trend:
Dinkatat Attribute:
Dinroo Comrade:
Dinroo Friend:
Dinrool Social:
Dinrooly Friendly:
Dinroosh Friendship:
Dinrooy Sociable:
Dinrum Tumult:
Dioper Period:
Dioperrikal Periodical:
Dipith Route:
Diplotajer Ambassador:
Dirth Fate:
Disappointment: 
Disbrow Intrigue:
Diskan Vile:
Diskoleant Negotiate:
Diskoleashin Nigotiation:
Diskut Album:
Dismultan Turmoil:
Dismurt Protest:
Disqiss Thesis:
Disseen Trace:
Distrea County:
Ditrahlat Occupant:
Ditrahlay Occupy:
Ditrahlayshin Occupation:  
Divit Half:
Dobbaddin Interview:
Doblerch Threshold:
Dochi Empty:
Dochi Vacant:
Dochishin Vacation:
Dodarapun  Escalator:
Dodars Stairs:
Dodith Scatter:
Dokreess Story:
Dokreessis Stories:
Dolkrah Cradle:
Dolliar: American Dollar
Dolyeeshin Discretion:
Dolyeet Discrete:
Dom Can:
Domaint Verdict:
Domashin Decision:
Domay Decide:
Domiosh Distinguish:
Domioshin Distinction:
Domiot Distinct:
Donayit Innocent:
Donayits Innocents:
Doofy Clumsy:
Doolvase Nitrate:
Dooplee Copy:
Dopanskad Understand:
Dopanskadeo Understandable:
Dopanskadnig Understanding:
Dord Load:
Dorell Kneel:
Dores Knee:
Doressis Knees:
Dorgonan Aspirate:
Dorn Cup:
Dornyomon Cupboard:
Dort Camp:
Dorthaban Cyanide:
Dossarmoochay Disadvantage:
Dossbram Discount:
Dossentrup Disturb:
Dossentrupt Disturbed:
Dossfayfil Distrustful:
Dossfayt Distrust:
Dossgalziff Disagree:
Dossgoivkit Disappear:
Dosshahvent Disappoint:
Dosshatventlent
Dosshone Disgrace:
Dosshorgel Dishonor:
Dosshorgest Dishonest:
Dosshorgesti Dishonesty:
Dosskentony Discourtesy:
Dosskile Distain:
Dosskoleem Discontent:
Dosskorfage Discourage:
Dosslarf Disclose:
Dosslejahnoe Disposition:
Dossoothin Discomfort:
Dosspojoe Display:
Dossrowlench Disrespect:
Dossrowlenchfil Disrespectful:
Dosstelm Discuss:
Dosstelmshin Discussion:
Dossthaygon Disapprove:
Dosstisifad Dissatisfied:
Dosstisifayshin Dissatisfaction:
Dosstisify Dissatisfy:
Dosstrilbola Displeasure:
Dosswoonell Disorder:
Dow Die:
Dowd Proud:
Dowd Vain:
Downt Sheet:
Dowx Diet:
Dowxis Diets:
Dowxnig Dieting:
Doxulat Simulate:
Doy Side:
Doykleef Sidewalk:
Doys Mouse:
Doyyopees Sideways:
Dozmern Revolve:
Draff Plan:
Drafnue Uncle:
Dramp Stoop:
Drat Let:
Draw: Skit
Drawer: Skitter
Drawzen Attract:
Drawzenive Attractive:
Draypan Curtain:
Draysk Toast:
Dread: Forn
Dream: Gweej
Dreamed: Gweet
Dreb Frown:
Dreep Rain:
Dreepah Cherry:
Dreepy Rainy:
Dreet Great:
Dreetly Greatly:
Dret Fact:
Driff Float:
Drilp Scalp:
Drim Seem:
Dring Thing:
Drizzer Shower:
Droburn Decend:
Drohb Down:
Drok Verb:
Drokkal Verbal:
Drope Fall:
Drose False:
Druit Irish:
Drunt Pump:
Druse Soup:
Dubiddep Skeptical:
Dubwart Suspect:
Dubweon Suspecion:
Dubweose Suspicious:
Dudz Clothes:
Dudzet Wardrobe:
Duff Deaf:
Dulkak Lettuce:
Dumoot Mustard:
Dupell Contain:
Duptil Bundle:
Dupugnant Aversion:
Durklich Spider:
Durnen Thunder:
Durnennig Thundering:
Durnenshard Thunderstorm:
Dwang Wring:
Dwem Soft:
Dwemmin Soften:
Dwimpek Awkward:
Dwit Fit:
Dwung Wrung:
Dykaillary Vocabulary:
Dykailum Dictionary:
Dykrode Acid: 
Dytoarium Library:
E
E: A:
Ebaraid Ahead:
Ebbin Five:
Ebbinth Fifth:
Ebbinzan Fifty:
Ebbinzanth Fiftieth:
Ebbrue Assume:
Ebbrunig Assuming:
Ebbrutan Assumption:
Ebroy Annoy:
echmog Along:
Edos Aloud:
eel All:
Eelgalziff Unanimous:
Eeltahj: Alright: 
Effok Offend:
Effoks Offense:
Effokseff Offensive:
Effokt Offended:
Einfanpotent Prince:
Einfantia Princess:
Ekialn Similar:
Ekialnori Similarity:
Ekile Alike:
Elbrew Jewel:
Elianam Intuition:
eloom Alone:
Elzet Allot:
Elzin Aware:
Embelt Assert:
Embeltiff Assertive:
Emfod Sulfur:
Emifrint Emigrant:
Emleez Arise:
Emplich Barren:
Enabe Award:
Enbaroon Feminine:
Enbaru Female:
Endeb Open:
Enfon Baby:
Enoke Awoke:
Enoosh Awake:
Enooshan Awaken:
Enserkan Around:
Enstron Month:
Enstroni Monthly:
Ensvig Tough:
Entuk Conclude:
Entukshin Conclusion:
envoyet Admire:
envoyetor Admirer:
Envron Climate:
Epps Feel:
Eppsnig Feeling:
Eppsobole Sensible:
Eppsoeshin Sensation:
Eppsolonnity Sensibility:
Eppsoloss Senseless:
Eppsone Sense:
Eppsotiff Sensitive:
Eppsotiffitty Sensitivity:
Eprohw Tumble:
Era Era:
Eragioshan American:
Eragoit America:
Ern Our:
Ernoah Another:
Ernsulfs Ourselves:
Eryith Ground:
Eryithad Grounded:
Eryithnig Grounding:
Eryiths Grounds:
Esisk Assist:
Esiskent Assistant:
Eskaddanil Juvenile:
Eskutchil Veil:
Esperon Futile:
Esrat Assign:
Esratmant Assignment:
Essach Awhile:
Estoe Day:
Estoebanshi Daydream:
Estoely Daily:
Estogarb Lunch:
Estoke Week:
Estokely Weekly:
Estotroke Weekend:
Evix Pope:
Evlleej Villain:
Evolgit Develop:
Evolgitad Developed:
Evolgitant Development:
Evolt Cruel:
Evolty Cruelty:
Evon Await:
Examordat Autopsy:
Exchavinonzie Enthusiasm:
Exel Four:
Exelzan Forty:
Exelzanth Fortieth:
Exelzateen Fourteen:
Exgleechi Rage:
Exmarzea Experience:
Exmarzeat Experienced:
Exmarzepint Experiment:
Expant Naked:
Expont Nude:
Expreol Ordeal:
Extenta Antenna:
Extersi Surface:
Extoog Vast:
F
Fabrokeen Material:
Fach Flame:
Fahtoze Devise:
Fakooserp Artificial:
Falsillo Appolo:
Falson Baal:
Faltareo Critical:
Faltareom Criticism:
Faltark Critic:
Faltark Cynic:
Faltarkal Cynnical:
Famp Kin
famqist Acquaint:
famqisteel Acqaintance:
famqistid Acquainted:
Famrish Finish:
Fanteep Elephant:
Fastayd Rapid:
Fastaydi Rapidly:
Fave Grace:
Fayfeel Believe:
Fayfeel Faith:
Fayfeeli Faithful:
Fayfeelion Religion:
Fayfeelious Religious:
Fayfife Belief:
Fe I:
Feddrish Nourish:
Feddrishmont Nourishment
Feeleon Emotion:
Fellate Live:
Fellayti Lively
Felli Life:
Felliahs Lifeless:
Fellije Survive:
Felliost Biologist:
Felliostry Biology:
Felliskrib Biography:
Felstirs Whiskers:
Fensoot Demand:
Fensootad Demanded:
Fensootnig Demanding:
Fentger Lavish:
Ferlen Refer:
Ferlennase Reference:
Fert Claim:
Fesh Melt:
Fet Tie:
Fewskull Tunnel:
Fikdeal Punctual:
Fikkore Puncture:
Fiktarf Traffic:
Filobe Entire:
Filobely Entirely:
Fin Seven:
Finahzibe: Absolute:
Finahzibly: Absolutely: 
Finj Rest:
Finjezz Restless:
Finth Seventh:
Finzan Seventy:
Finzanieth Seventieth:
Firyosh Torch:
Fiskloss Reckless:
Fizqig Velvet:
Flahn Dough:
Flahnchet Doughnut:
Flakrun Jacket:
Flam Hate:
Flam Hot:
Flan Roll:
Flant Quite:
Flar Spark:
Flara Flora:
Flarral Sparkle:
Flars Lose:
